zip,avg_payback_period,avg_needed_incentives,prop_adopt_1_years_-5500_incentive,prop_adopt_2_years_-5500_incentive,prop_adopt_3_years_-5500_incentive,prop_adopt_4_years_-5500_incentive,prop_adopt_5_years_-5500_incentive
2452,8.77870077246361,13117.096130572394,0.0,0.0,0.002,0.076,0.789
2453,8.786443934530647,13130.86330911388,0.0,0.0,0.0,0.077,0.775
2458,8.777466888957061,13015.644847361615,0.0,0.0,0.0,0.132,0.772
2459,8.781849361946223,12816.269902369255,0.0,0.0,0.002,0.195,0.729
2460,8.787109794512821,12956.214242964006,0.0,0.0,0.004,0.142,0.749
2461,8.784993209899168,12873.95758262905,0.0,0.0,0.002,0.172,0.729
2462,8.783506475223758,12937.907887224555,0.0,0.0,0.0,0.167,0.755
2464,8.773910982177691,13048.12534988852,0.0,0.0,0.002,0.109,0.775
2465,8.795816110507488,12887.888837372138,0.0,0.0,0.005,0.167,0.741
2466,8.790359426546496,12925.624514494364,0.0,0.0,0.0,0.164,0.74
2467,8.786786346833367,12868.428027389786,0.0,0.0,0.015,0.167,0.748
2468,8.777014790230242,12726.265297898583,0.0,0.0,0.0,0.247,0.697
2472,8.76186852400997,13020.579445316996,0.0,0.0,0.01,0.11,0.78
2474,9.00677014933477,13101.39361558759,0.0,0.0,0.007,0.113,0.699
2476,8.774129289640797,12975.29915838105,0.0,0.0,0.012,0.13,0.758
2478,8.765736597029653,12872.780627198861,0.0,0.0,0.008,0.159,0.747
2481,8.774584064521383,12754.15144379972,0.0,0.0,0.006,0.219,0.719
2482,8.789544830690177,12823.52849534745,0.0,0.0,0.0,0.208,0.732
2492,8.78308959995918,12820.595897544767,0.0,0.0,0.004,0.198,0.721
2493,8.78621158199453,12750.774677286334,0.0,0.0,0.003,0.221,0.72
2494,8.787450223129092,12885.102450925307,0.0,0.0,0.003,0.188,0.755
2601,8.536743704310842,13096.588636348562,0.0,0.0,0.005,0.042,0.888
2630,8.549061500069005,13036.082240794041,0.0,0.0,0.0,0.083,0.872
2632,8.545677868451083,13014.54758054759,0.0,0.0,0.005,0.076,0.858
2668,8.545364930106002,13004.8320843687,0.0,0.0,0.003,0.079,0.838
2673,8.552199741855151,13095.992472868673,0.0,0.0,0.008,0.041,0.907
2675,8.546940351351404,12952.411134295766,0.0,0.0,0.014,0.094,0.868
2702,8.81756343899527,13136.162315115265,0.0,0.0,0.009,0.065,0.762
2703,8.850720388823664,13201.333596782722,0.0,0.0,0.0,0.061,0.772
2715,8.83393832888518,13172.35041274244,0.0,0.0,0.0,0.071,0.771
2717,8.832838449388039,13158.33417248414,0.0,0.001,0.002,0.075,0.776
2718,8.599990501392924,13094.068139991734,0.0,0.0,0.005,0.058,0.875
2719,8.606506569874414,13096.666396013808,0.0,0.0,0.002,0.057,0.873
2720,8.856563864633028,13220.490204573865,0.0,0.0,0.0,0.048,0.804
2721,8.827759371024808,13204.343603958898,0.0,0.0,0.011,0.048,0.796
2723,8.811311149900224,13120.01477043133,0.0,0.0,0.024,0.06,0.772
2724,8.81952202070752,13135.269476841633,0.0,0.0,0.022,0.057,0.79
2725,8.825848171371781,13107.837596255631,0.0,0.0,0.0,0.098,0.75
2726,8.835445131619679,13209.21501884678,0.0,0.0,0.004,0.049,0.779
2739,8.771566128255394,13122.442359041357,0.0,0.0,0.004,0.078,0.799
2740,8.597122519690519,13094.764989164556,0.0,0.0,0.013,0.046,0.882
2743,8.598439353779348,13085.628692670134,0.0,0.0,0.002,0.056,0.869
2744,8.606594705628387,13115.922859218465,0.0,0.0,0.012,0.035,0.893
2745,8.59172210314669,13111.668562855044,0.0,0.0,0.007,0.045,0.893
2746,8.615860826026605,12987.920512869649,0.0,0.0,0.021,0.071,0.884
2747,8.837841601802934,13213.238627923467,0.0,0.0,0.002,0.051,0.785
2748,8.608813603923188,12970.227404495574,0.0,0.0,0.008,0.099,0.829
2760,8.826468521095986,13197.410142684736,0.0,0.0,0.004,0.055,0.76
2762,9.01439650984345,13244.462235336405,0.0,0.0,0.0,0.077,0.696
2763,8.850717627197719,13141.022935698184,0.0,0.0,0.0,0.081,0.779
2764,8.831487320040253,13220.999283453239,0.0,0.0,0.0,0.059,0.794
2766,8.838332991789747,13134.009790874366,0.0,0.0,0.003,0.088,0.757
2767,8.831350526785526,13088.08089383198,0.0,0.0,0.004,0.097,0.747
2769,8.835992933527493,13107.975476888028,0.0,0.0,0.002,0.1,0.761
2770,8.780998348617358,13135.436883837468,0.0,0.0,0.0,0.081,0.772
2771,8.841741518314208,13181.120367602154,0.0,0.0,0.0,0.07,0.761
2777,8.825958209375603,13223.345914910808,0.0,0.002,0.002,0.048,0.776
2779,8.823252816862928,13108.813272395577,0.0,0.0,0.003,0.095,0.751
2780,8.822921605651102,13186.116742021417,0.0,0.0,0.009,0.055,0.78
2790,8.835064178924897,13202.318242435438,0.0,0.0,0.0,0.057,0.776
20701,17.807992929786572,14335.308571228994,0.0,0.0,0.004,0.613,0.997
20705,17.850917472345312,14272.187342472715,0.0,0.0,0.008,0.588,0.99
20706,17.85008774663224,14305.638548030995,0.0,0.0,0.0,0.603,0.995
20707,17.848992820056125,14238.318629198991,0.0,0.0,0.017,0.6,0.984
20708,17.8082879782106,14254.475450784157,0.0,0.0,0.008,0.616,0.989
20712,15.740691476123379,13803.613026519966,0.0,0.0,0.041,0.959,0.995
20715,17.844595405850672,14215.134590629472,0.0,0.0,0.013,0.602,0.985
20720,17.850329385019965,14111.874811765034,0.0,0.0,0.037,0.617,0.976
20721,17.806186968232595,14077.95819251725,0.0,0.0,0.049,0.63,0.976
20722,15.8423179280396,13849.385475768635,0.0,0.0,0.036,0.945,0.994
20723,17.757798307106317,14152.691336049147,0.0,0.0,0.012,0.633,0.981
20724,17.83534233875735,14253.416699138808,0.0,0.0,0.007,0.599,0.989
20740,15.661984737980166,13647.893735933383,0.0,0.0,0.082,0.927,0.992
20743,15.761889563844505,13828.674036781216,0.0,0.0,0.038,0.951,0.996
20745,15.754037026313286,13821.634719240274,0.0,0.0,0.04,0.945,0.994
20746,15.797520642763311,13855.001354030788,0.0,0.0,0.03,0.958,0.993
20748,15.840308172677876,13878.765155085463,0.0,0.0,0.032,0.949,0.999
20755,17.788588210062763,14246.651626097319,0.0,0.0,0.02,0.624,0.992
20759,17.80562282955803,14042.162126158217,0.0,0.0,0.009,0.62,0.964
20763,17.754500607552043,14175.041746376684,0.0,0.0,0.031,0.639,0.981
20769,17.84974265002638,14168.092423075652,0.0,0.0,0.025,0.607,0.982
20770,17.750010087471356,14198.298228120973,0.0,0.0,0.028,0.61,0.99
20772,17.849939933025972,14200.833954649237,0.0,0.0,0.02,0.615,0.986
20774,17.80882890190667,14232.361299174196,0.0,0.0,0.02,0.584,0.99
20777,17.77066690393769,13951.502264219413,0.0,0.0,0.023,0.654,0.954
20781,15.795421436357252,13831.310020673247,0.0,0.0,0.033,0.938,0.996
20782,15.838385528064418,13847.202570588655,0.0,0.0,0.036,0.935,0.994
20783,15.781871425851126,13846.952267353445,0.0,0.0,0.035,0.962,0.997
20794,17.770690622615664,14235.063073901987,0.0,0.0,0.007,0.624,0.989
20814,15.671637021437396,13646.40987780575,0.0,0.002,0.084,0.883,0.992
20815,15.713421315307269,13590.12480642144,0.0,0.0,0.097,0.848,0.988
20816,15.68165249358597,13543.438249709463,0.0,0.0,0.108,0.839,0.991
20817,15.66354948126913,13458.06814028533,0.0,0.0,0.128,0.842,0.982
20841,23.0333255162113,14818.893589603498,0.0,0.0,0.005,0.23,0.927
20850,15.676479559497661,13700.051058824209,0.0,0.0,0.066,0.901,0.995
20851,15.623835647233014,13750.107053668078,0.0,0.002,0.041,0.946,0.995
20852,15.66326874373806,13689.165192256438,0.0,0.0,0.076,0.922,0.987
20853,15.70984568108998,13725.999605790566,0.0,0.0,0.052,0.899,0.992
20854,15.704529483755415,13501.906051120175,0.0,0.0,0.131,0.824,0.988
20855,15.706907134125585,13724.892002235832,0.0,0.0,0.052,0.899,0.988
20866,17.66885508035551,14158.297543898916,0.0,0.0,0.022,0.628,0.985
20868,17.709678140742994,14144.445191809547,0.0,0.0,0.025,0.635,0.98
20874,23.028436723221503,14976.895067559743,0.0,0.0,0.0,0.095,0.966
20876,23.031477592133804,14972.149719734256,0.0,0.0,0.0,0.091,0.966
20877,15.704963553236034,13836.681108957218,0.0,0.0,0.029,0.947,0.996
20878,15.70494210332552,13699.274530698307,0.0,0.0,0.081,0.89,0.993
20879,15.679856215193594,13785.256477102612,0.0,0.0,0.043,0.941,0.993
20880,15.671497695415713,13747.465075301618,0.0,0.001,0.039,0.925,0.992
20882,17.705351625384676,14041.403666902921,0.0,0.0,0.059,0.631,0.974
20886,23.03410883773761,14981.05045925089,0.0,0.0,0.0,0.095,0.975
20895,15.653441092271269,13604.930995413963,0.0,0.0,0.081,0.873,0.984
20896,15.707857400248152,13518.88260177405,0.0,0.0,0.126,0.817,0.985
20899,15.710888126042226,13945.617844706863,0.0,0.0,0.0,0.968,1.0
20901,15.649630223730238,13646.136696137748,0.0,0.0,0.083,0.896,0.999
20902,15.62656002407246,13722.729952424676,0.0,0.0,0.065,0.93,0.994
20903,15.70227751311066,13874.957669279514,0.0,0.0,0.014,0.961,0.998
20904,17.63025087217481,14188.879171821169,0.0,0.0,0.026,0.649,0.991
20905,17.658138902221854,14123.934834484799,0.0,0.0,0.03,0.652,0.985
20906,15.678944603396472,13804.164052152217,0.0,0.0,0.037,0.943,0.995
20910,15.664237947832666,13756.88775120868,0.0,0.0,0.048,0.934,0.991
20912,15.678555795356512,13732.380296398982,0.0,0.0,0.053,0.928,0.988
21012,17.836260603055834,14198.065116770234,0.0,0.0,0.017,0.613,0.985
21032,17.834306083518335,14117.44304243081,0.0,0.0,0.025,0.618,0.973
21042,17.765795343780585,14057.80442733532,0.0,0.0,0.033,0.617,0.975
21043,17.803709145948012,14117.613507107524,0.0,0.0,0.03,0.633,0.971
21044,17.757230471640824,14149.670759408198,0.0,0.0,0.024,0.619,0.983
21045,17.721448316548003,14165.42745593568,0.0,0.0,0.023,0.622,0.984
21046,17.805073199946506,14232.804305302883,0.0,0.0,0.005,0.62,0.985
21052,17.850040946352834,14378.948977881271,0.0,0.0,0.0,0.613,0.999
21054,17.786739146659713,14050.014129685143,0.0,0.0,0.062,0.617,0.978
21056,17.828524518785827,13962.435089874029,0.0,0.0,0.04,0.628,0.96
21057,17.806544460659627,14086.753235404029,0.0,0.0,0.042,0.623,0.981
21060,17.72849280788886,14213.45046859452,0.0,0.0,0.021,0.6,0.99
21061,17.783241663574096,14271.834484358873,0.0,0.0,0.016,0.625,0.993
21075,17.713432159275165,14142.437711835188,0.0,0.0,0.027,0.625,0.981
21076,17.832290654273997,14192.00023456725,0.0,0.0,0.021,0.614,0.988
21077,17.832136825467714,14366.96526932101,0.0,0.0,0.0,0.574,1.0
21087,17.79818937890469,14136.652335609133,0.0,0.0,0.033,0.61,0.979
21090,17.815876397335362,14263.78377269659,0.0,0.0,0.015,0.602,0.992
21093,17.84955927209354,14176.804068654317,0.0,0.0,0.022,0.615,0.985
21104,17.85005497353859,14101.544429016718,0.0,0.0,0.019,0.625,0.967
21108,17.782866066148557,14155.40251812879,0.0,0.0,0.015,0.615,0.977
21113,17.80683644864382,14229.379459056578,0.0,0.0,0.029,0.601,0.99
21117,17.797122685873575,14232.902987947333,0.0,0.0,0.021,0.601,0.987
21122,17.745710067153176,14162.338467861447,0.0,0.004,0.026,0.614,0.985
21128,17.8524977117727,14164.622953751625,0.0,0.0,0.02,0.614,0.976
21133,17.85380825686467,14287.263327625435,0.0,0.0,0.015,0.591,0.989
21136,17.84516806222477,14202.534190638786,0.0,0.0,0.033,0.607,0.986
21144,17.799376279961784,14161.025104164299,0.0,0.0,0.026,0.624,0.982
21146,17.8312258115109,14114.530241082004,0.0,0.0,0.02,0.626,0.975
21156,17.852482836964235,14187.176477255816,0.0,0.0,0.003,0.624,0.983
21162,17.8528777931044,14167.958183144388,0.0,0.0,0.019,0.615,0.981
21163,17.850077769477412,14225.442024555769,0.0,0.0,0.002,0.61,0.984
21201,17.489211300776923,13996.514680990467,0.0,0.0,0.068,0.625,0.983
21202,17.724491450822573,14173.863843043942,0.0,0.0,0.036,0.603,0.99
21204,17.850262598201216,14167.581894012379,0.0,0.0,0.03,0.62,0.981
21205,17.548965783085045,14050.693661109264,0.0,0.0,0.064,0.626,0.984
21206,17.784837015061274,14262.18401413055,0.0,0.0,0.016,0.623,0.992
21207,17.802675960479668,14284.187363679204,0.0,0.0,0.007,0.621,0.995
21208,17.848270079812945,14262.65243329152,0.0,0.0,0.011,0.606,0.988
21209,17.74953284029661,14170.906684020089,0.0,0.0,0.027,0.615,0.985
21210,17.76978193672787,14106.631524439264,0.0,0.0,0.028,0.621,0.976
21211,17.728913129405722,14191.714350331422,0.0,0.0,0.032,0.605,0.984
21212,17.78663238686284,14149.046308540615,0.0,0.0,0.019,0.625,0.978
21213,17.72968817719452,14213.910040227755,0.0,0.0,0.028,0.623,0.986
21214,17.739559545553305,14255.46438667804,0.0,0.0,0.025,0.635,0.993
21215,17.642545738901187,14126.690191927864,0.0,0.0,0.045,0.624,0.987
21216,17.708765950567447,14199.521682715176,0.0,0.0,0.032,0.632,0.991
21217,17.7232038321401,14178.19905342343,0.0,0.0,0.041,0.618,0.988
21218,17.727245643564675,14158.433007122068,0.0,0.0,0.041,0.62,0.983
21219,17.808810018938118,14228.92781117615,0.0,0.001,0.017,0.594,0.988
21220,17.796931482380746,14201.725715299533,0.0,0.0,0.035,0.628,0.982
21221,17.848700109141618,14287.172629400515,0.0,0.0,0.013,0.608,0.991
21222,17.79680939142781,14273.055092777378,0.0,0.0,0.021,0.607,0.997
21223,17.687509302700636,14158.552382657927,0.0,0.0,0.044,0.613,0.989
21224,17.762525351240413,14190.961840170708,0.0,0.0,0.034,0.623,0.989
21225,17.723894848758626,14190.677112902009,0.0,0.0,0.042,0.628,0.985
21226,17.741190729988688,14246.357361913942,0.0,0.0,0.026,0.62,0.994
21227,17.739138569735356,14178.492870386972,0.0,0.0,0.037,0.614,0.986
21228,17.851202090691103,14231.082462025326,0.0,0.0,0.017,0.6,0.984
21229,17.691010453048897,14189.135399586126,0.0,0.0,0.031,0.621,0.992
21230,17.73519126630263,14158.648161216299,0.0,0.0,0.035,0.628,0.985
21231,17.767242404019147,14162.420207868308,0.0,0.0,0.031,0.616,0.985
21234,17.807509315100017,14256.168255190803,0.0,0.0,0.022,0.613,0.994
21236,17.850112384339432,14293.815924021837,0.0,0.0,0.006,0.607,0.991
21237,17.804229853553075,14258.034223123608,0.0,0.0,0.012,0.608,0.989
21239,17.69448947311984,14193.203680606128,0.0,0.0,0.038,0.618,0.989
21244,17.75508501463249,14238.86012070275,0.0,0.0,0.02,0.611,0.99
21286,17.719036562049602,14137.094260542806,0.0,0.0,0.034,0.619,0.985
21502,24.62841547288668,15168.087997070841,0.0,0.0,0.0,0.05,0.98
21529,24.624822275476607,15127.461797614878,0.0,0.0,0.0,0.069,0.974
21545,24.627860659416577,15124.21315383716,0.0,0.0,0.0,0.065,0.977
21713,23.746274524871822,15060.272426922973,0.0,0.0,0.0,0.072,0.975
21722,23.752493389477994,15084.913718101572,0.0,0.0,0.0,0.066,0.977
21733,23.749546445024052,15076.580146419881,0.0,0.0,0.0,0.062,0.974
21734,17.11818435979392,14192.099176641834,0.0,0.0,0.012,0.803,0.996
21740,23.753614321727696,15082.073280135271,0.0,0.0,0.0,0.045,0.983
21742,23.75495012917553,15063.984275626839,0.0,0.0,0.0,0.071,0.973
21767,23.75397262773638,15033.26667940718,0.0,0.0,0.0,0.076,0.975
21795,23.751748038855848,15044.303320245182,0.0,0.0,0.0,0.088,0.961
21801,14.795690952985513,13549.313761590849,0.0,0.0,0.055,0.964,0.996
21804,14.745376711428294,13549.975875031878,0.0,0.0,0.05,0.973,0.994
21810,14.878936812795633,13759.860852664862,0.0,0.0,0.0,1.0,1.0
21822,14.769387344363658,13592.562378165358,0.0,0.002,0.036,0.97,0.997
21826,14.805758652129056,13624.359885143906,0.0,0.0,0.036,0.977,0.996
21830,14.878827174551224,13619.682998361148,0.0,0.0,0.044,0.958,0.999
21837,14.831866767082422,13662.00892422352,0.0,0.002,0.025,0.981,0.999
21849,14.834374192378993,13611.443623357565,0.0,0.002,0.037,0.966,0.998
21856,14.879176697019643,13653.59115044752,0.0,0.0,0.03,0.959,0.996
21875,14.861818293241404,13701.41802136455,0.0,0.0,0.014,0.987,0.999
3901,10.624640744790323,11117.88615394675,0.0,0.0,0.036,0.151,0.976
3903,10.62350199651234,11154.854057929502,0.0,0.0,0.018,0.166,0.976
3904,10.595059884595727,11125.50061429161,0.0,0.002,0.028,0.138,0.982
3905,10.624455850736151,11131.999437511915,0.0,0.0,0.025,0.167,0.967
3906,10.599746566707317,11139.532664289356,0.0,0.002,0.021,0.157,0.978
3908,10.605125360843532,11082.233713967835,0.0,0.001,0.035,0.176,0.968
3909,10.613973695953947,11045.776879510326,0.0,0.0,0.037,0.186,0.967
4005,10.583830000944108,11103.792105636276,0.0,0.008,0.026,0.126,0.979
4038,10.600978691180362,11109.940362698828,0.0,0.0,0.019,0.191,0.968
4046,10.599881713977236,11019.588137706653,0.0,0.002,0.044,0.152,0.961
4062,10.614680766831306,11111.562050311233,0.0,0.0,0.03,0.165,0.968
4063,10.607922386259844,11029.39965313303,0.0,0.0,0.046,0.185,0.966
4064,10.604434304772159,11116.945543835023,0.0,0.0,0.034,0.143,0.98
4072,10.62873994031948,11137.287209615308,0.0,0.0,0.031,0.151,0.974
4074,10.59237293461181,10989.3559076516,0.0,0.0,0.05,0.228,0.956
4092,10.577181102656404,11189.75222543043,0.0,0.004,0.014,0.125,0.987
4093,10.62191641577789,11213.283183934287,0.0,0.0,0.014,0.119,0.983
4101,10.55544961662795,10995.3942671329,0.0,0.001,0.042,0.189,0.974
4102,10.604960567638607,11082.09906350105,0.0,0.0,0.031,0.173,0.974
4103,10.590829842970779,11100.100105924832,0.0,0.001,0.03,0.164,0.977
4105,10.599411828247261,10829.144436016151,0.0,0.0,0.086,0.275,0.924
4106,10.601141336113349,11132.52714768234,0.0,0.0,0.027,0.151,0.976
4107,10.59477132113164,10885.438025000674,0.0,0.0,0.069,0.268,0.936
4108,10.578447465511505,10820.491342799478,0.0,0.0,0.077,0.253,0.942
4210,10.855654181275426,11255.860308204421,0.0,0.0,0.022,0.099,0.974
4236,10.853304255167682,11278.019063666552,0.0,0.0,0.019,0.101,0.978
4240,10.802011367255233,11209.754462381192,0.0,0.008,0.028,0.094,0.983
4250,10.860327823107601,11361.412090108792,0.0,0.0,0.007,0.073,0.993
4252,10.848094943610976,11349.729688453166,0.0,0.0,0.011,0.049,0.99
4258,10.857789589109986,11322.512713574111,0.0,0.0,0.015,0.068,0.976
4274,10.831869192887767,11208.070115575129,0.0,0.004,0.027,0.1,0.971
4280,10.843749747922265,11299.25993256342,0.0,0.003,0.017,0.09,0.98
4330,10.836104757638655,11245.068300570296,0.0,0.007,0.026,0.077,0.984
4344,10.853298515152767,11211.749693943571,0.0,0.001,0.031,0.118,0.977
4345,10.862149991029455,11316.104040685374,0.0,0.0,0.013,0.093,0.984
4346,10.865775063063362,11285.731831031586,0.0,0.0,0.018,0.088,0.985
4347,10.833630755698238,11115.780135298866,0.0,0.0,0.05,0.117,0.969
4351,10.845957005608614,11280.401107881195,0.0,0.0,0.022,0.094,0.982
4401,12.276944994549151,11823.78536200557,0.0,0.0,0.019,0.064,0.965
4411,12.295299156811774,11948.179290353153,0.0,0.0,0.007,0.021,0.992
4412,12.305403149025725,11899.53690453583,0.0,0.0,0.008,0.048,0.982
4428,12.325885818808759,11931.664968700525,0.0,0.0,0.006,0.037,0.975
4429,12.30697053747146,11809.033693074793,0.0,0.0,0.012,0.092,0.946
4444,12.271879113841994,11824.085878344935,0.0,0.003,0.01,0.074,0.961
4473,12.312065851556827,11858.033427758775,0.0,0.0,0.001,0.079,0.961
4474,12.326518039595712,11885.682904996655,0.0,0.0,0.005,0.068,0.959
4605,12.269715352456766,11851.966104213909,0.0,0.0,0.014,0.056,0.969
4609,12.288666847370553,11890.54182722444,0.0,0.0,0.003,0.059,0.971
4612,12.290376735012323,11916.736863518414,0.0,0.0,0.001,0.045,0.976
4646,12.290962085104702,11875.476164595198,0.0,0.0,0.001,0.063,0.97
4653,12.285166150047548,11986.700364359154,0.0,0.0,0.0,0.01,0.993
4660,12.288502075612119,11762.777013755054,0.0,0.0,0.016,0.105,0.943
4662,12.290938046175507,11744.793455814934,0.0,0.0,0.009,0.127,0.926
4674,12.291218887547807,11951.674034741018,0.0,0.0,0.005,0.022,0.987
4679,12.251909151716054,11830.905316572573,0.0,0.0,0.016,0.067,0.967
48009,14.280657061602875,13047.371133660105,0.0,0.0,0.0,0.0,0.0
48015,14.325675195297315,13364.674872911128,0.0,0.0,0.0,0.0,0.0
48017,14.297232415143984,13320.360323156057,0.0,0.0,0.0,0.0,0.0
48021,14.285076999599093,13298.194408134987,0.0,0.0,0.0,0.0,0.0
48025,14.301467288369249,13100.220932167967,0.0,0.0,0.0,0.0,0.0
48026,14.316589176955182,13363.76515706975,0.0,0.0,0.0,0.0,0.0
48030,14.311323814746101,13345.906746632494,0.0,0.0,0.0,0.0,0.0
48033,14.294229684605384,13329.18060192187,0.0,0.0,0.0,0.0,0.0
48034,14.303508532575844,13351.945529083237,0.0,0.0,0.0,0.0,0.0
48035,14.283162363769074,13296.814772436664,0.0,0.0,0.0,0.0,0.0
48036,14.274341005262881,13280.657742984,0.0,0.0,0.0,0.0,0.0
48038,14.308357597008252,13295.231018393912,0.0,0.0,0.0,0.0,0.0
48040,14.548405198910412,13445.86122453489,0.0,0.0,0.0,0.0,0.0
48042,14.310503041391259,13250.540773332352,0.0,0.0,0.0,0.0,0.0
48043,14.283788810525358,13347.833987070468,0.0,0.0,0.0,0.0,0.0
48044,14.315242762273584,13284.127440396775,0.0,0.0,0.0,0.0,0.0
48045,14.269901247024922,13268.8136129432,0.0,0.0,0.0,0.0,0.0
48047,14.28746957608655,13289.084845602718,0.0,0.0,0.0,0.0,0.0
48048,14.29982097125206,13334.423594276512,0.0,0.0,0.0,0.0,0.0
48049,14.552432293606362,13413.918533475442,0.0,0.0,0.0,0.0,0.0
48051,14.293740827311547,13301.895031548785,0.0,0.0,0.0,0.0,0.0
48059,14.557130292068376,13414.012866536114,0.0,0.0,0.0,0.0,0.0
48060,14.518382027374951,13367.880312324238,0.0,0.0,0.0,0.0,0.0
48066,14.309809480013197,13314.85039066711,0.0,0.0,0.0,0.0,0.0
48067,14.2865928945271,13212.353313713515,0.0,0.0,0.0,0.0,0.0
48069,14.309070354305513,13074.09956700011,0.0,0.0,0.0,0.0,0.0
48070,14.29654022735653,13070.265764256246,0.0,0.0,0.0,0.0,0.0
48071,14.2604262012017,13321.915550777127,0.0,0.0,0.0,0.0,0.0
48072,14.305179349013699,13297.8711971378,0.0,0.0,0.0,0.0,0.0
48073,14.30705381984306,13310.395667669221,0.0,0.0,0.0,0.0,0.0
48074,14.547883863220012,13448.745116444334,0.0,0.0,0.0,0.0,0.0
48075,14.240878266088586,13273.404970292137,0.0,0.0,0.0,0.0,0.0
48076,14.268806042408249,13269.484923118995,0.0,0.0,0.0,0.0,0.0
48079,14.532610100133057,13383.579281016868,0.0,0.0,0.0,0.0,0.0
48080,14.268604264135748,13282.490221076005,0.0,0.0,0.0,0.0,0.0
48081,14.31930343755316,13350.442419700355,0.0,0.0,0.0,0.0,0.0
48082,14.313710185649049,13392.470145882848,0.0,0.0,0.0,0.0,0.0
48083,14.288279840133356,13312.022040201622,0.0,0.0,0.0,0.0,0.0
48084,14.280443779563877,13241.15873792977,0.0,0.0,0.0,0.0,0.0
48085,14.294449188657442,13164.549098043908,0.0,0.0,0.0,0.0,0.0
48088,14.311958553742159,13363.08596566014,0.0,0.0,0.0,0.0,0.0
48089,14.274709133896435,13311.787851384848,0.0,0.0,0.0,0.0,0.0
48091,14.26625524209928,13281.648922272021,0.0,0.0,0.0,0.0,0.0
48092,14.307455660509662,13311.652566154744,0.0,0.0,0.0,0.0,0.0
48093,14.274419169524254,13286.052607717587,0.0,0.0,0.0,0.0,0.0
48094,14.298424960222972,13251.439060213417,0.0,0.0,0.0,0.0,0.0
48095,14.314590829442517,13251.88258495061,0.0,0.0,0.0,0.0,0.0
48096,14.275632266018931,13270.82712765272,0.0,0.0,0.0,0.0,0.0
48098,14.274984204348723,13078.314575228838,0.0,0.0,0.0,0.0,0.0
48101,14.272587253078404,13296.128669621115,0.0,0.0,0.0,0.0,0.0
48103,14.20466142577667,13139.179514079407,0.0,0.0,0.0,0.0,0.0
48104,14.196570015065403,13079.010290763277,0.0,0.0,0.0,0.0,0.0
48105,14.102348717800208,12996.29035698944,0.0,0.0,0.0,0.0,0.0
48108,14.18748246445197,13206.945879180394,0.0,0.0,0.0,0.0,0.0
48109,14.153538345732976,13215.044568728175,0.0,0.0,0.0,0.0,0.0
48111,14.256904435503763,13236.226317674478,0.0,0.0,0.0,0.0,0.0
48114,14.301098899951613,13262.2469737404,0.0,0.0,0.0,0.0,0.0
48116,14.283204529853275,13230.64723750316,0.0,0.0,0.0,0.0,0.0
48117,14.228487025235303,13243.845487743132,0.0,0.0,0.0,0.0,0.0
48120,14.194264091350094,13032.515398345258,0.0,0.0,0.0,0.0,0.0
48122,14.254550910501884,13190.204656061207,0.0,0.0,0.0,0.0,0.0
48124,14.227387463972475,13236.659830179951,0.0,0.0,0.0,0.0,0.0
48125,14.23585846092969,13224.748223404493,0.0,0.0,0.0,0.0,0.0
48126,14.249115531471588,13212.433703480165,0.0,0.0,0.0,0.0,0.0
48127,14.2730360520742,13262.60704440827,0.0,0.0,0.0,0.0,0.0
48128,14.273421990016894,13275.588761973386,0.0,0.0,0.0,0.0,0.0
48130,14.200352926729021,13184.510345743844,0.0,0.0,0.0,0.0,0.0
48133,14.457137477709628,13416.406208809607,0.0,0.0,0.0,0.0,0.0
48134,14.285879418675643,13324.102702059738,0.0,0.0,0.0,0.0,0.0
48135,14.273025520744909,13345.559371518368,0.0,0.0,0.0,0.0,0.0
48138,14.2670018293209,13174.512582120487,0.0,0.0,0.0,0.0,0.0
48139,14.32584810774905,13449.385234223379,0.0,0.0,0.0,0.0,0.0
48141,14.283702148001096,13286.143067050809,0.0,0.0,0.0,0.0,0.0
48144,14.433355371065375,13330.56142446687,0.0,0.0,0.0,0.0,0.0
48146,14.29007105114692,13341.021646130435,0.0,0.0,0.0,0.0,0.0
48150,14.284936427914406,13361.038084891929,0.0,0.0,0.0,0.0,0.0
48152,14.25393065424022,13243.664906541335,0.0,0.0,0.0,0.0,0.0
48154,14.288780132893057,13328.183847754526,0.0,0.0,0.0,0.0,0.0
48157,14.487063177652768,13333.983999523305,0.0,0.0,0.0,0.0,0.0
48161,14.432564950522556,13376.844693638835,0.0,0.0,0.0,0.0,0.0
48162,14.2239245496348,13248.210909422625,0.0,0.0,0.0,0.0,0.0
48164,14.28789017659288,13301.671965307502,0.0,0.0,0.0,0.0,0.0
48165,14.283057919414775,13247.004829253114,0.0,0.0,0.0,0.0,0.0
48166,14.254972139432283,13329.713012774711,0.0,0.0,0.0,0.0,0.0
48167,14.265701058613498,13167.240568663648,0.0,0.0,0.0,0.0,0.0
48168,14.28663323278293,13114.31027841458,0.0,0.0,0.0,0.0,0.0
48169,14.534717234264516,13324.553198653632,0.0,0.0,0.0,0.0,0.0
48170,14.273388275555996,13206.214439812875,0.0,0.0,0.0,0.0,0.0
48173,14.286873073097796,13350.021875931303,0.0,0.0,0.0,0.0,0.0
48174,14.253010158708543,13295.879172610092,0.0,0.0,0.0,0.0,0.0
48176,14.198713287331609,13244.741649281688,0.0,0.0,0.0,0.0,0.0
