zip,avg_payback_period,avg_needed_incentives,prop_adopt_1_years_4000_incentive,prop_adopt_2_years_4000_incentive,prop_adopt_3_years_4000_incentive,prop_adopt_4_years_4000_incentive,prop_adopt_5_years_4000_incentive
35043,14.991119423630979,10833.862476096414,0.016,0.016,0.016,0.016,0.016
35044,14.88699634120811,10740.620963282809,0.03,0.03,0.03,0.03,0.03
35051,14.96735009849584,10719.493213297788,0.02,0.02,0.02,0.02,0.02
35055,15.0974469648783,10868.024633326188,0.018,0.018,0.018,0.018,0.018
35057,16.51571557677598,11595.779027107184,0.0,0.0,0.0,0.0,0.0
35058,15.1679301639238,10979.13177241699,0.012,0.012,0.012,0.012,0.012
35061,15.098351842960989,11081.806848844437,0.006,0.006,0.006,0.006,0.006
35064,15.107115632892597,10970.366583576746,0.003,0.003,0.003,0.003,0.003
35068,15.142790830817905,11036.785168613467,0.001,0.001,0.001,0.001,0.001
35071,15.143688173827234,10946.607774912924,0.0,0.0,0.0,0.0,0.0
35072,14.955464955546457,10894.921462257136,0.014,0.014,0.014,0.014,0.014
35073,15.068462538643882,10914.07275225529,0.013,0.013,0.013,0.013,0.013
35077,15.069804565295389,10829.162407040438,0.027,0.027,0.027,0.027,0.027
35080,15.020464381240226,10846.086098975462,0.004,0.004,0.004,0.004,0.004
35094,15.090044729116388,11027.037220216542,0.005,0.005,0.005,0.005,0.005
35096,14.931772809042867,10878.125654920228,0.012,0.012,0.012,0.012,0.012
35111,15.09851807598398,10955.204099163093,0.008,0.008,0.008,0.008,0.008
35114,15.00056464766918,10862.504025497385,0.007,0.007,0.007,0.007,0.007
35115,14.997869783130561,10918.574628138733,0.017,0.017,0.017,0.017,0.017
35116,15.145256240036868,10985.301771327648,0.006,0.006,0.006,0.006,0.006
35117,15.142979089853954,10986.875856029525,0.003,0.003,0.003,0.003,0.003
35118,15.144946647992134,11030.436464219425,0.0,0.0,0.0,0.0,0.0
35124,15.031456289818873,10879.879840505817,0.005,0.005,0.005,0.005,0.005
35126,15.112081748240202,11075.928441149781,0.004,0.004,0.004,0.004,0.004
35127,15.112446998221019,11036.19330247916,0.006,0.006,0.006,0.006,0.006
35147,14.97279618224764,10806.574418792383,0.017,0.017,0.017,0.017,0.017
35150,14.851321442830422,10705.044669002085,0.034,0.034,0.034,0.034,0.034
35151,14.976961014623607,10924.602379229162,0.007,0.007,0.007,0.007,0.007
35160,14.894823849953156,10777.457225095923,0.024,0.024,0.024,0.024,0.024
35173,15.09823324700086,10837.500202782325,0.007,0.007,0.007,0.007,0.007
35176,14.918021487956839,10636.559743958602,0.014,0.014,0.014,0.014,0.014
35179,16.523478341918207,11584.89515109839,0.004,0.004,0.004,0.004,0.004
35184,14.896265572677773,10741.480257695599,0.027,0.027,0.027,0.027,0.027
35188,14.940943878049621,10983.644079079424,0.006,0.006,0.006,0.006,0.006
35203,15.055686602951965,10893.130493293751,0.017,0.017,0.017,0.017,0.017
35204,14.973370796541676,10712.13417727961,0.036,0.036,0.036,0.036,0.036
35205,14.986955340289011,10757.572842784895,0.028,0.028,0.028,0.028,0.028
35206,15.11245246394271,10964.387712633343,0.004,0.004,0.004,0.004,0.004
35207,14.876939884831081,10499.626327591372,0.046,0.046,0.046,0.046,0.046
35208,15.012766994445657,10857.009516725086,0.026,0.026,0.026,0.026,0.026
35209,15.051140957594722,10755.711447926165,0.019,0.019,0.019,0.019,0.019
35210,15.075041688931668,10917.769808707188,0.014,0.014,0.014,0.014,0.014
35211,14.986681969866094,10723.167833079977,0.033,0.033,0.033,0.033,0.033
35212,14.876476882155998,10457.26504210405,0.054,0.054,0.054,0.054,0.054
35213,15.07546449990661,10521.375636463225,0.013,0.013,0.013,0.013,0.013
35214,15.068588811014553,10884.259331691586,0.009,0.009,0.009,0.009,0.009
35215,15.1047898468476,10961.166571627688,0.013,0.013,0.013,0.013,0.013
35216,15.075512792093281,10857.96266911585,0.01,0.01,0.01,0.01,0.01
35217,14.962687720480707,10694.066304845126,0.034,0.034,0.034,0.034,0.034
35218,14.99111576408531,10712.678219772275,0.037,0.037,0.037,0.037,0.037
35221,14.945778699612516,10730.273167807074,0.036,0.036,0.036,0.036,0.036
35222,15.115916366052218,10862.43993349938,0.0,0.0,0.0,0.0,0.0
35223,15.0732141871744,10515.346011053362,0.012,0.012,0.012,0.012,0.012
35224,15.115491647249105,10965.50646701189,0.014,0.014,0.014,0.014,0.014
35226,15.11615081089962,10794.147389233633,0.008,0.008,0.008,0.008,0.008
35228,14.928277640995992,10634.96406813607,0.04,0.04,0.04,0.04,0.04
35233,14.808816674297148,10280.26443437215,0.064,0.064,0.064,0.064,0.064
35234,14.826363172977272,10356.375664540159,0.065,0.065,0.065,0.065,0.065
35235,15.117062617115701,10948.490183351512,0.006,0.006,0.006,0.006,0.006
35242,14.997959127220915,10727.7941360878,0.011,0.011,0.011,0.011,0.011
35243,15.047081915113143,10649.120770216792,0.018,0.018,0.018,0.018,0.018
35244,15.10106270956886,10844.102065601948,0.0,0.0,0.0,0.0,0.0
35401,14.799139770686695,10511.165831006572,0.049,0.049,0.049,0.049,0.049
35404,14.83710027221374,10707.219873095251,0.023,0.023,0.023,0.023,0.023
35405,14.883893894810779,10867.101003988526,0.011,0.011,0.011,0.011,0.011
35406,14.833287769322798,10565.802125471007,0.018,0.018,0.018,0.018,0.018
35444,14.79015154065639,10701.806107087832,0.028,0.028,0.028,0.028,0.028
35452,14.917467221869433,10974.634177528213,0.007,0.007,0.007,0.007,0.007
35453,14.878154423069377,10857.869769787838,0.015,0.015,0.015,0.015,0.015
35456,14.855140111585937,10779.319664338786,0.027,0.027,0.027,0.027,0.027
35463,14.815050929131973,10784.663834335171,0.022,0.022,0.022,0.022,0.022
35473,14.838448315364865,10695.212231267657,0.027,0.027,0.027,0.027,0.027
35474,14.896711421864971,10918.70558709088,0.0,0.0,0.0,0.0,0.0
35475,14.953743349700638,10954.531297634709,0.0,0.0,0.0,0.0,0.0
35476,14.797481056411863,10641.291522850051,0.031,0.031,0.031,0.031,0.031
35490,14.87949885945136,10922.404485323324,0.011,0.011,0.011,0.011,0.011
35601,16.519523020556555,11554.29295898849,0.009,0.009,0.009,0.009,0.009
35603,16.473481962992807,11457.965446400376,0.007,0.007,0.007,0.007,0.007
35611,16.536665166161548,11520.071851554738,0.002,0.002,0.002,0.002,0.002
35613,16.540923990634408,11494.020664076666,0.007,0.007,0.007,0.007,0.007
35614,16.524286859669086,11506.92052208994,0.005,0.005,0.005,0.005,0.005
35616,16.533226146892375,11453.11146408496,0.021,0.021,0.021,0.021,0.021
35630,16.45590805984061,11321.278052222637,0.026,0.026,0.026,0.026,0.026
35633,16.641641894680085,11626.257938688637,0.0,0.0,0.0,0.0,0.0
35634,16.62591350287761,11639.211347490736,0.001,0.001,0.001,0.001,0.001
35645,16.61361144435657,11595.74734748344,0.002,0.002,0.002,0.002,0.002
35660,16.46206695071236,11345.330771772247,0.02,0.02,0.02,0.02,0.02
35661,16.667301753740478,11640.861310659167,0.0,0.0,0.0,0.0,0.0
35671,16.602711447259964,11619.324195122845,0.0,0.0,0.0,0.0,0.0
35673,16.469843042406925,11523.477253291096,0.005,0.005,0.005,0.005,0.005
35674,16.622391240697308,11549.289965231781,0.004,0.004,0.004,0.004,0.004
35741,16.740678888308985,11444.742978268778,0.0,0.0,0.0,0.0,0.0
35748,16.653635713399012,11413.758887434258,0.009,0.009,0.009,0.009,0.009
35749,16.659109178411352,11509.572638544894,0.003,0.003,0.003,0.003,0.003
35750,16.695206511425408,11636.830954002082,0.004,0.004,0.004,0.004,0.004
35754,16.736628540358964,11598.072228590061,0.0,0.0,0.0,0.0,0.0
35756,16.596414554228364,11397.285436986487,0.007,0.007,0.007,0.007,0.007
35757,16.700534467084175,11569.344016281073,0.003,0.003,0.003,0.003,0.003
35758,16.660673298439985,11479.787081722294,0.007,0.007,0.007,0.007,0.007
35759,16.69160801269405,11475.669515555495,0.006,0.006,0.006,0.006,0.006
35761,16.66057478802239,11525.319254326358,0.006,0.006,0.006,0.006,0.006
35763,16.716314901706166,11485.81458799037,0.002,0.002,0.002,0.002,0.002
35773,16.64773346844658,11574.968049098748,0.003,0.003,0.003,0.003,0.003
35775,16.652746464445475,11634.190387231944,0.008,0.008,0.008,0.008,0.008
35801,16.69506696933097,11459.159965869554,0.005,0.005,0.005,0.005,0.005
35802,16.690144178077333,11527.438439968439,0.008,0.008,0.008,0.008,0.008
35803,16.69481523509556,11503.421201706919,0.001,0.001,0.001,0.001,0.001
35805,16.615520885149884,11391.328337165805,0.019,0.019,0.019,0.019,0.019
35806,16.689127698862546,11519.397025548114,0.002,0.002,0.002,0.002,0.002
35808,16.68228461213017,11301.136681007865,0.009,0.009,0.009,0.009,0.009
35810,16.62568498447485,11517.367832442165,0.015,0.015,0.015,0.015,0.015
35811,16.698872214640367,11565.455645896747,0.0,0.0,0.0,0.0,0.0
35816,16.61454572181,11424.40166424109,0.011,0.011,0.011,0.011,0.011
35824,16.611569497371732,11343.438721491768,0.012,0.012,0.012,0.012,0.012
35901,15.077343738766503,10810.719476827897,0.026,0.026,0.026,0.026,0.026
35903,15.16499928047423,11026.977480389367,0.01,0.01,0.01,0.01,0.01
35904,15.136978442336952,10960.60347238293,0.017,0.017,0.017,0.017,0.017
35905,15.161684294160445,11027.5845351071,0.005,0.005,0.005,0.005,0.005
35906,15.164901023572646,11043.236009003906,0.004,0.004,0.004,0.004,0.004
35950,16.406110207689505,11503.598805192434,0.0,0.0,0.0,0.0,0.0
35951,16.36645787518188,11448.508587792847,0.006,0.006,0.006,0.006,0.006
35954,15.034436983434883,10811.232740835872,0.029,0.029,0.029,0.029,0.029
35956,15.075170697725481,10858.996370925886,0.022,0.022,0.022,0.022,0.022
35957,15.005738732796337,10838.357603664024,0.021,0.021,0.021,0.021,0.021
35976,15.026320580203112,10854.496103319701,0.016,0.016,0.016,0.016,0.016
35980,15.02452216700734,10866.902240414716,0.018,0.018,0.018,0.018,0.018
36020,14.579575704977238,10605.81273510773,0.03,0.03,0.03,0.03,0.03
36022,14.656092263591647,10759.132310309185,0.013,0.013,0.013,0.013,0.013
36025,14.710825883463633,10870.53227092984,0.005,0.005,0.005,0.005,0.005
36043,14.555208909810714,10656.664666899933,0.017,0.017,0.017,0.017,0.017
36054,14.645955167470706,10783.668886557227,0.011,0.011,0.011,0.011,0.011
36064,14.616511653277078,10595.579363265551,0.009,0.009,0.009,0.009,0.009
36066,14.693528679333085,10750.762810672637,0.006,0.006,0.006,0.006,0.006
36067,14.719767495379708,10770.80291173749,0.01,0.01,0.01,0.01,0.01
36079,14.65842903195572,10794.259568824673,0.014,0.014,0.014,0.014,0.014
36081,15.819651676235205,11056.502311720957,0.028,0.028,0.028,0.028,0.028
36092,14.680341100603146,10832.925364813756,0.006,0.006,0.006,0.006,0.006
36093,14.709638762765112,10779.1152264417,0.004,0.004,0.004,0.004,0.004
36104,14.562541347461835,10600.34602923953,0.02,0.02,0.02,0.02,0.02
36105,14.507313269348353,10571.886383114115,0.03,0.03,0.03,0.03,0.03
36106,14.564366106509398,10649.661935699074,0.017,0.017,0.017,0.017,0.017
36107,14.566070278000483,10619.178722177903,0.024,0.024,0.024,0.024,0.024
36108,14.393786877485415,10213.301554532305,0.065,0.065,0.065,0.065,0.065
36109,14.527265743518791,10569.53894714991,0.026,0.026,0.026,0.026,0.026
36110,14.579616403066305,10690.602772937567,0.019,0.019,0.019,0.019,0.019
36111,14.561452918880088,10614.88647016652,0.013,0.013,0.013,0.013,0.013
36112,14.652365980563792,10962.607579346577,0.0,0.0,0.0,0.0,0.0
36113,14.652952331011315,10848.47615731797,0.0,0.0,0.0,0.0,0.0
36115,14.652000544346386,10930.102804936305,0.0,0.0,0.0,0.0,0.0
36116,14.559419675907707,10657.930941391234,0.02,0.02,0.02,0.02,0.02
36117,14.531381419907294,10580.977145628149,0.023,0.023,0.023,0.023,0.023
36201,14.859430583566688,10666.410804389503,0.036,0.036,0.036,0.036,0.036
36203,14.925275771380187,10746.397357809157,0.026,0.026,0.026,0.026,0.026
36205,14.905023149114975,10611.590020379945,0.029,0.029,0.029,0.029,0.029
36206,14.975197288019265,10929.025845323145,0.01,0.01,0.01,0.01,0.01
36207,14.963335017978777,10866.279050273166,0.014,0.014,0.014,0.014,0.014
36250,15.047901227066676,11110.981661521862,0.0,0.0,0.0,0.0,0.0
36260,14.967240456827465,10851.047576855248,0.016,0.016,0.016,0.016,0.016
36265,14.943354734977516,10812.817250511896,0.023,0.023,0.023,0.023,0.023
36268,14.939138297210588,10838.642157004004,0.023,0.023,0.023,0.023,0.023
36277,14.969203852043034,10938.840094023344,0.014,0.014,0.014,0.014,0.014
36301,14.323598450651415,10461.425341742875,0.032,0.032,0.032,0.032,0.032
36303,14.44739278132737,10610.57355889825,0.018,0.018,0.018,0.018,0.018
36305,14.455796667498493,10657.254936822876,0.009,0.009,0.009,0.009,0.009
36312,14.461003042520316,10652.933031337558,0.008,0.008,0.008,0.008,0.008
36321,14.426014398630612,10690.097574346932,0.015,0.015,0.015,0.015,0.015
36322,14.546743825499608,10786.145718844058,0.007,0.007,0.007,0.007,0.007
36330,14.44007122943069,10627.816776807782,0.019,0.019,0.019,0.019,0.019
36345,14.562129200486702,10756.873836487695,0.0,0.0,0.0,0.0,0.0
36350,14.572901586801239,10805.33034857998,0.001,0.001,0.001,0.001,0.001
36351,14.531565605030872,10760.837143279537,0.004,0.004,0.004,0.004,0.004
36360,14.460720900451223,10549.465779622638,0.028,0.028,0.028,0.028,0.028
36362,14.387611767716807,10388.515604528488,0.044,0.044,0.044,0.044,0.044
36376,14.30394056397606,10384.637511568746,0.035,0.035,0.035,0.035,0.035
36509,14.418584890961938,10398.561851560877,0.046,0.046,0.046,0.046,0.046
36511,15.36117649903117,10922.309517663065,0.0,0.0,0.0,0.0,0.0
36523,14.522766465776789,10678.992201418894,0.018,0.018,0.018,0.018,0.018
36526,15.365723662711963,11099.66077988657,0.0,0.0,0.0,0.0,0.0
36527,14.113281774324607,10422.07783205966,0.009,0.009,0.009,0.009,0.009
36530,15.290832605128172,10995.341300152548,0.014,0.014,0.014,0.014,0.014
36532,14.037949848391678,10261.523698839615,0.028,0.028,0.028,0.028,0.028
36535,14.055129874274913,10403.693207574694,0.023,0.023,0.023,0.023,0.023
36541,14.538447967966922,10793.015888575243,0.008,0.008,0.008,0.008,0.008
36542,15.330846446161665,11084.802964585491,0.006,0.006,0.006,0.006,0.006
36544,14.381247796484558,10414.965068452426,0.037,0.037,0.037,0.037,0.037
36551,14.111987110681966,10560.245734828426,0.011,0.011,0.011,0.011,0.011
36555,15.256109710235735,10806.149186521721,0.016,0.016,0.016,0.016,0.016
36561,15.36278406871128,10987.081657805464,0.0,0.0,0.0,0.0,0.0
36567,15.335189124099431,11075.612842015691,0.007,0.007,0.007,0.007,0.007
36571,14.574232172361453,10749.452765920241,0.005,0.005,0.005,0.005,0.005
36572,14.573537825968218,10718.423597370864,0.005,0.005,0.005,0.005,0.005
36575,14.576448940634553,10804.60346815137,0.0,0.0,0.0,0.0,0.0
36576,15.319325986907113,11077.59945089276,0.011,0.011,0.011,0.011,0.011
36580,15.321113155081134,11027.414339006193,0.015,0.015,0.015,0.015,0.015
36582,14.540620509188225,10712.880157453013,0.012,0.012,0.012,0.012,0.012
36587,14.512042087303298,10688.245256774544,0.015,0.015,0.015,0.015,0.015
36602,14.46160392240214,10539.085497335569,0.028,0.028,0.028,0.028,0.028
36603,14.355750025423895,10269.707090543947,0.056,0.056,0.056,0.056,0.056
36604,14.551378068326462,10718.062035087856,0.009,0.009,0.009,0.009,0.009
36605,14.441778482293566,10582.175690139326,0.022,0.022,0.022,0.022,0.022
36606,14.519738889125385,10696.853197699635,0.01,0.01,0.01,0.01,0.01
36607,14.496809106339896,10541.49982197378,0.022,0.022,0.022,0.022,0.022
36608,14.475898220871201,10570.294075474789,0.022,0.022,0.022,0.022,0.022
36609,14.431051028895316,10529.958474780069,0.03,0.03,0.03,0.03,0.03
36610,14.427664554367142,10534.996285523135,0.029,0.029,0.029,0.029,0.029
36611,14.370461520578312,10439.222090579813,0.038,0.038,0.038,0.038,0.038
36612,14.42689013696745,10497.09467938624,0.031,0.031,0.031,0.031,0.031
36613,14.558999925256147,10826.455622458923,0.001,0.001,0.001,0.001,0.001
36617,14.476844817600727,10638.897040080523,0.022,0.022,0.022,0.022,0.022
36618,14.500069772723121,10725.532001687045,0.013,0.013,0.013,0.013,0.013
36619,14.485310614326625,10614.058596578097,0.02,0.02,0.02,0.02,0.02
36693,14.540777878571467,10679.469975918542,0.014,0.014,0.014,0.014,0.014
36695,14.574801013582967,10719.793226146141,0.004,0.004,0.004,0.004,0.004
36752,14.735083538449551,10747.699857508644,0.018,0.018,0.018,0.018,0.018
36801,14.765029996522495,10831.666638467563,0.007,0.007,0.007,0.007,0.007
36804,14.72956809139436,10675.70664746455,0.028,0.028,0.028,0.028,0.028
36830,14.551957648896938,10301.191553207196,0.044,0.044,0.044,0.044,0.044
36832,14.506887386849561,10192.762380459973,0.06,0.06,0.06,0.06,0.06
36856,16.14684967961225,11461.93159623428,0.0,0.0,0.0,0.0,0.0
36867,14.695730083624131,10552.397767079301,0.035,0.035,0.035,0.035,0.035
36869,14.724247833134497,10668.44863121792,0.029,0.029,0.029,0.029,0.029
36870,14.634978362797286,10534.573355953602,0.035,0.035,0.035,0.035,0.035
36875,14.827088906955831,10952.6608360633,0.007,0.007,0.007,0.007,0.007
36877,14.76724776835038,10876.88022373872,0.0,0.0,0.0,0.0,0.0
36879,14.76517611463211,10828.732107796199,0.0,0.0,0.0,0.0,0.0
71601,18.563620733279542,11868.26932779131,0.0,0.028,0.061,0.84,0.984
71602,18.561432909975444,11920.340501496239,0.0,0.017,0.047,0.852,0.983
71603,18.38996136381118,11741.310230636873,0.01,0.041,0.076,0.849,0.985
71837,18.544393716368194,11793.303411837443,0.001,0.041,0.066,0.825,0.975
71854,18.50120366545857,11821.910405127468,0.0,0.032,0.075,0.843,0.977
71901,19.06046825795221,12020.60761865886,0.0,0.017,0.057,0.747,0.979
71913,18.99016213114451,11993.032838131614,0.004,0.021,0.049,0.751,0.98
71956,19.007375689050182,12081.140912816529,0.0,0.008,0.028,0.761,0.992
71964,19.058976194920945,12141.212107182297,0.0,0.007,0.01,0.774,0.995
71968,19.059167843390917,12141.701223772836,0.0,0.001,0.016,0.754,0.994
72002,18.8142015427239,11991.690251895623,0.0,0.004,0.053,0.789,0.984
72007,18.66395508936148,11973.312983851318,0.0,0.008,0.046,0.842,0.986
72011,18.810990733185708,12016.789423225608,0.0,0.004,0.037,0.806,0.98
72012,18.694579880525506,12001.92491156809,0.0,0.008,0.034,0.826,0.99
72015,18.754929649596,11984.441295208064,0.0,0.013,0.039,0.814,0.988
72019,18.813649841810605,11965.93661912552,0.0,0.013,0.055,0.784,0.981
72022,18.814033710204082,12049.20717719767,0.0,0.002,0.033,0.814,0.99
72023,18.675815696021335,11982.329206518722,0.0,0.008,0.039,0.836,0.99
72065,18.81394750583397,11884.742965221543,0.002,0.035,0.064,0.801,0.968
72068,18.696039541226547,12013.913434035841,0.0,0.014,0.024,0.844,0.991
72076,18.849573846443384,12000.641449549687,0.0,0.013,0.048,0.795,0.988
72081,18.697593048638982,11982.130873869142,0.0,0.019,0.033,0.841,0.986
72082,18.70006708248274,12001.268339588323,0.0,0.014,0.019,0.838,0.99
72086,18.66623229089065,11947.020917122081,0.0,0.013,0.056,0.838,0.978
72103,18.834233158733646,12047.453229806211,0.0,0.004,0.031,0.806,0.989
72113,18.85740400584448,11990.29631748376,0.0,0.015,0.056,0.784,0.973
72114,18.78788165526761,11707.583721561481,0.0,0.059,0.112,0.792,0.967
72116,18.85819176516169,11983.14554047908,0.0,0.014,0.051,0.794,0.981
72117,18.665295678157808,11797.148389400894,0.003,0.05,0.076,0.814,0.977
72118,18.8629211046161,11990.61825519032,0.001,0.02,0.043,0.804,0.981
72120,18.860291575787524,11986.01796794476,0.002,0.013,0.046,0.784,0.983
72135,18.86583140957585,11940.50227776042,0.0,0.018,0.083,0.768,0.969
72142,18.78787257747608,11971.84867636317,0.0,0.011,0.054,0.818,0.984
72143,18.57756620616147,11881.612292886273,0.003,0.028,0.055,0.843,0.982
72167,18.747631863958617,11905.88835263772,0.002,0.021,0.067,0.754,0.972
72176,18.667031009413886,11958.210482305365,0.0,0.015,0.046,0.841,0.984
72201,18.857784345459045,11823.549917997489,0.0,0.033,0.103,0.787,0.967
72202,18.784621596416816,11815.852392611874,0.0,0.037,0.09,0.778,0.969
72204,18.862588119734017,11955.103616085042,0.0,0.021,0.056,0.801,0.983
72205,18.857647029804745,11985.273893952972,0.0,0.007,0.059,0.796,0.978
72206,18.730821502156548,11867.258856369288,0.0,0.038,0.075,0.795,0.978
72207,18.861419364595932,11923.949742739118,0.0,0.007,0.094,0.763,0.967
72209,18.78819580363132,11910.124890683488,0.0,0.028,0.063,0.814,0.982
72210,18.79831550249605,11977.049964139534,0.0,0.018,0.043,0.809,0.982
72211,18.858092216404454,11955.057887231558,0.0,0.008,0.071,0.774,0.977
72212,18.794888941815937,11858.985332213424,0.004,0.009,0.106,0.756,0.961
72223,18.858458884509496,11880.588560948952,0.0,0.004,0.113,0.77,0.958
72227,18.790128153083067,11824.134150273003,0.0,0.027,0.103,0.778,0.965
72364,18.874867177256004,12025.875118013579,0.0,0.006,0.049,0.781,0.984
72376,18.87558452771077,11970.835141454689,0.002,0.012,0.056,0.79,0.976
72401,18.645250344685014,11888.494566575662,0.0,0.025,0.065,0.823,0.98
72404,18.71253949904538,11960.022655390057,0.0,0.009,0.056,0.843,0.987
72411,18.712146663447587,12058.727002629823,0.0,0.003,0.01,0.841,0.997
72416,18.70997435261488,11971.833674939264,0.0,0.016,0.037,0.821,0.989
72417,18.708003366839893,12084.047587218713,0.0,0.0,0.004,0.827,1.003
72701,16.56266732814907,11056.585929462106,0.032,0.073,0.118,0.952,0.974
72703,16.917182973547256,11414.598622060588,0.0,0.035,0.09,0.951,0.979
72704,16.859625950981513,11411.008697509445,0.005,0.033,0.078,0.959,0.984
72712,16.47897970008348,11193.933645341693,0.005,0.057,0.132,0.924,0.975
72718,16.869362200695328,11361.439260547755,0.0,0.033,0.127,0.926,0.974
72719,16.872938908653012,11441.210555631626,0.0,0.025,0.081,0.958,0.979
72730,16.913012583991645,11545.73476863109,0.0,0.011,0.038,0.975,0.992
72745,16.876411373158216,11546.160246295736,0.0,0.011,0.032,0.979,0.992
72753,16.833122665445142,11401.310057536817,0.004,0.038,0.061,0.967,0.986
72756,18.374528568440017,11916.741776136854,0.0,0.01,0.036,0.877,0.988
72758,16.83062829669206,11364.033009324825,0.007,0.025,0.103,0.949,0.976
72762,16.560490756035485,11366.788475506752,0.001,0.027,0.071,0.962,0.985
72764,16.861424682517708,11472.324076185416,0.004,0.022,0.054,0.971,0.986
72774,17.784991536585633,11730.407828169726,0.002,0.021,0.045,0.945,0.985
72801,18.577388456215925,11879.238040041722,0.0,0.027,0.062,0.855,0.981
72802,18.575405922304792,11987.655931651474,0.0,0.003,0.03,0.856,0.986
72834,18.561569770597348,11954.52634167128,0.0,0.008,0.043,0.844,0.988
72837,18.57696561767237,11955.419636142526,0.0,0.01,0.038,0.86,0.989
72847,18.577677405069334,11928.947103454739,0.0,0.022,0.05,0.853,0.986
72858,18.577943998501436,11957.139533304782,0.0,0.003,0.046,0.877,0.986
72901,17.758068474154456,11747.590364318814,0.001,0.017,0.035,0.95,0.992
72903,17.70939246321779,11661.650175289251,0.01,0.022,0.057,0.942,0.989
72904,17.598693874837757,11557.991845611752,0.022,0.04,0.058,0.946,0.987
72908,17.811656484420453,11756.914951742494,0.001,0.014,0.035,0.951,0.985
72916,17.810851481078096,11666.50199445042,0.0,0.018,0.092,0.913,0.975
72921,17.866415570533544,11741.232260107343,0.0,0.017,0.057,0.937,0.985
72923,17.755739049104214,11751.25775756911,0.002,0.019,0.038,0.949,0.992
72941,17.810948421888227,11763.324673650823,0.0,0.008,0.048,0.961,0.987
72956,17.870347940066445,11776.17925077937,0.0,0.016,0.043,0.938,0.987
85003,13.266005204484049,11316.534522895983,0.013,0.191,0.975,1.0,1.0
85004,13.249468248716724,11328.202347034248,0.0,0.216,0.976,1.0,1.0
85006,13.238545344137567,11405.08289722196,0.008,0.144,0.989,1.0,1.0
85007,13.232886422307047,11466.689826582337,0.0,0.159,0.989,0.998,0.998
85008,13.220037381890956,11542.057512652054,0.0,0.116,0.992,0.999,0.999
85009,13.245087573565764,11514.09848195212,0.0,0.129,0.991,0.998,1.0
85012,13.228951685147665,11346.158475329523,0.005,0.215,0.981,1.0,1.0
85013,13.223753486031423,11474.251552444526,0.0,0.169,0.982,0.999,0.999
85014,13.219961549474215,11504.365866329063,0.002,0.143,0.987,0.998,0.998
85015,13.244274250278309,11475.04380691685,0.001,0.146,0.986,0.997,0.998
85016,13.225333278734716,11401.66985839203,0.003,0.18,0.984,1.001,1.001
85017,13.235848267863561,11511.819125042923,0.0,0.136,0.992,0.999,1.0
85018,13.234870145075742,11277.723613117972,0.004,0.233,0.975,1.001,1.001
85019,14.080646553684643,11908.863378669608,0.0,0.056,0.989,0.999,0.999
85020,13.218861272268386,11448.586097333684,0.006,0.163,0.987,1.0,1.0
85021,13.214298116772184,11538.125792668261,0.0,0.15,0.992,0.999,0.999
85022,13.226171785975248,11473.678970343055,0.006,0.148,0.989,1.001,1.001
85023,13.211049798830622,11513.751699234552,0.006,0.131,0.991,0.999,0.999
85024,13.216765373923742,11469.288350641706,0.001,0.167,0.985,0.999,0.999
85027,13.225013907920722,11486.134993778154,0.009,0.149,0.99,0.999,0.999
85028,13.210507638998163,11378.417835398819,0.0,0.197,0.982,1.0,1.0
